	gene_human	entrez_id_human	gene_mouse	MGI	MP
6206	FAM83H	286077	Fam83h	MGI:2145900	MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6207	FAM86B1	85002	Eef2kmt	MGI:1917761	MP:0005376, MP:0005388
6208	FAM86B2	653333	Eef2kmt	MGI:1917761	MP:0005376, MP:0005388
6209	FAM89A	375061	Fam89a	MGI:1916877	
6210	FAM89B	23625	Fam89b	MGI:106595	
6211	FAM8A1	51439	Fam8a1	MGI:2145496	
6212	FAM90A1	55138	Fam90a1a	MGI:2142877	
6213	FAM90A1	55138	Fam90a1b	MGI:1921682	
6214	FAM90A10	441328	Fam90a1a	MGI:2142877	
6215	FAM90A10	441328	Fam90a1b	MGI:1921682	
6216	FAM90A12P	645879	Fam90a1a	MGI:2142877	
6217	FAM90A12P	645879	Fam90a1b	MGI:1921682	
6218	FAM90A13P	441314	Fam90a1a	MGI:2142877	
6219	FAM90A13P	441314	Fam90a1b	MGI:1921682	
6220	FAM90A14	645651	Fam90a1a	MGI:2142877	
6221	FAM90A14	645651	Fam90a1b	MGI:1921682	
6222	FAM90A15P	389630	Fam90a1a	MGI:2142877	
6223	FAM90A15P	389630	Fam90a1b	MGI:1921682	
6224	FAM90A16	441323	Fam90a1a	MGI:2142877	
6225	FAM90A16	441323	Fam90a1b	MGI:1921682	
6226	FAM90A17	728746	Fam90a1a	MGI:2142877	
6227	FAM90A17	728746	Fam90a1b	MGI:1921682	
6228	FAM90A18	441326	Fam90a1a	MGI:2142877	
6229	FAM90A18	441326	Fam90a1b	MGI:1921682	
6230	FAM90A19	728753	Fam90a1a	MGI:2142877	
6231	FAM90A19	728753	Fam90a1b	MGI:1921682	
6232	FAM90A20P	728430	Fam90a1a	MGI:2142877	
6233	FAM90A20P	728430	Fam90a1b	MGI:1921682	
6234	FAM90A22	645558	Fam90a1a	MGI:2142877	
6235	FAM90A22	645558	Fam90a1b	MGI:1921682	
6236	FAM90A23	645572	Fam90a1a	MGI:2142877	
6237	FAM90A23	645572	Fam90a1b	MGI:1921682	
6238	FAM90A24P	441332	Fam90a1a	MGI:2142877	
6239	FAM90A24P	441332	Fam90a1b	MGI:1921682	
6240	FAM90A25P	389633	Fam90a1a	MGI:2142877	
6241	FAM90A25P	389633	Fam90a1b	MGI:1921682	
6242	FAM90A26	100287045	Fam90a1a	MGI:2142877	
6243	FAM90A26	100287045	Fam90a1b	MGI:1921682	
6244	FAM90A27P	646508	Fam90a1a	MGI:2142877	
6245	FAM90A27P	646508	Fam90a1b	MGI:1921682	
6246	FAM90A2P	729689	Fam90a1a	MGI:2142877	
6247	FAM90A2P	729689	Fam90a1b	MGI:1921682	
6248	FAM90A5P	441315	Fam90a1a	MGI:2142877	
6249	FAM90A5P	441315	Fam90a1b	MGI:1921682	
6250	FAM90A7	441317	Fam90a1a	MGI:2142877	
6251	FAM90A7	441317	Fam90a1b	MGI:1921682	
6252	FAM90A8	441324	Fam90a1a	MGI:2142877	
6253	FAM90A8	441324	Fam90a1b	MGI:1921682	
6254	FAM90A9	441327	Fam90a1a	MGI:2142877	
6255	FAM90A9	441327	Fam90a1b	MGI:1921682	
6256	FAM91A1	157769	Fam91a1	MGI:1277178	MP:0005389
6257	FAM98A	25940	Fam98a	MGI:1919972	
6258	FAM98B	283742	Fam98b	MGI:1915465	
6259	FAM98C	147965	Fam98c	MGI:1921083	
6260	FAN1	22909	Fan1	MGI:3045266	MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005384, MP:0005387, MP:0005397, MP:0010768
6261	FANCA	2175	Fanca	MGI:1341823	MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
6262	FANCB	2187	Fancb	MGI:2448558	MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389
6263	FANCC	2176	Fancc	MGI:95480	MP:0005379, MP:0005384, MP:0005389, MP:0005397
6264	FANCD2	2177	Fancd2	MGI:2448480	MP:0002006, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768
6265	FANCD2OS	115795	Fancd2os	MGI:1918229	
6266	FANCE	2178	Fance	MGI:1920025	MP:0005378, MP:0005379, MP:0005384, MP:0005389
6267	FANCF	2188	Fancf	MGI:3689889	MP:0002006, MP:0005376, MP:0005379, MP:0005384, MP:0005389, MP:0005391, MP:0005397, MP:0010768
6268	FANCG	2189	Fancg	MGI:1926471	MP:0005379, MP:0005384, MP:0005389
6269	FANCI	55215	Fanci	MGI:2384790	MP:0005371, MP:0005378, MP:0005379, MP:0005382, MP:0005384, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
6270	FANCL	55120	Fancl	MGI:1914280	MP:0001186, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6271	FANCM	57697	Fancm	MGI:2442306	MP:0002006, MP:0005370, MP:0005379, MP:0005384, MP:0005389, MP:0010768
6272	FANK1	92565	Fank1	MGI:1914180	
6273	FAP	2191	Fap	MGI:109608	
6274	FAR1	84188	Far1	MGI:1914670	MP:0005390
6275	FAR2	55711	Far2	MGI:2687035	MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005391, MP:0010771
6276	FARP1	10160	Farp1	MGI:2446173	MP:0005376, MP:0005386, MP:0005391
6277	FARP2	9855	Farp2	MGI:2385126	MP:0005376, MP:0005387, MP:0005390, MP:0005397, MP:0010771
6278	FARS2	10667	Fars2	MGI:1917205	MP:0005376, MP:0005386, MP:0010768
6279	FARSA	2193	Farsa	MGI:1913840	MP:0005376, MP:0005387, MP:0005390, MP:0005397, MP:0010768
6280	FARSB	10056	Farsb	MGI:1346035	
6281	FAS	355	Fas	MGI:95484	MP:0001186, MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6282	FASLG	356	Fasl	MGI:99255	MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6283	FASN	2194	Fasn	MGI:95485	MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0010768
6284	FASTK	10922	Fastk	MGI:1913837	MP:0005376, MP:0005387, MP:0005397
6285	FASTKD1	79675	Fastkd1	MGI:2444596	
6286	FASTKD2	22868	Fastkd2	MGI:1922869	MP:0005387, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6287	FASTKD3	79072	Fastkd3	MGI:1916827	
6288	FASTKD5	60493	Fastkd5	MGI:2139469	MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0010768
6289	FAT1	2195	Fat1	MGI:109168	MP:0001186, MP:0003631, MP:0005367, MP:0005369, MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0010768
6290	FAT2	2196	Fat2	MGI:2685369	
6291	FAT3	120114	Fat3	MGI:2444314	MP:0003631, MP:0005391
6292	FAT4	79633	Fat4	MGI:3045256	MP:0003631, MP:0005367, MP:0005371, MP:0005377, MP:0005378, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005388, MP:0005390, MP:0010768
6293	FATE1	89885	Fate1	MGI:1925155	
6294	FAU	2197	Fau	MGI:102547	MP:0005384, MP:0005389, MP:0010768
6295	FAXC	84553	Faxc	MGI:1923382	MP:0005386, MP:0010768
6296	FAXDC2	10826	Gm12248	MGI:3651124	
6297	FBF1	85302	Fbf1	MGI:1922033	MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005387, MP:0005390, MP:0005397
6298	FBH1	84893	Fbh1	MGI:1354699	
6299	FBL	2091	Fbl	MGI:95486	MP:0005380, MP:0010768
6300	FBLIM1	54751	Fblim1	MGI:1921452	MP:0005371, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005390, MP:0005397
6301	FBLL1	345630	Fbll1	MGI:3034689	
6302	FBLN1	2192	Fbln1	MGI:95487	MP:0003631, MP:0005367, MP:0005369, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6303	FBLN2	2199	Fbln2	MGI:95488	
6304	FBLN5	10516	Fbln5	MGI:1346091	MP:0002006, MP:0005369, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005388, MP:0010771
6305	FBLN7	129804	Fbln7	MGI:1917620	MP:0005367, MP:0005376, MP:0005384
6306	FBN1	2200	Fbn1	MGI:95489	MP:0003631, MP:0005369, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6307	FBN2	2201	Fbn2	MGI:95490	MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010771
6308	FBP1	2203	Fbp1	MGI:95492	MP:0005376
6309	FBP2	8789	Fbp2	MGI:95491	MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768
6310	FBRS	64319	Fbrs	MGI:104648	
6311	FBRSL1	57666	Fbrsl1	MGI:1920907	MP:0005370, MP:0005371, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768
6312	FBXL12	54850	Fbxl12	MGI:1354738	MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0010768
6313	FBXL13	222235	Fbxl13	MGI:2443416	
6314	FBXL14	144699	Fbxl14	MGI:2141676	
6315	FBXL15	79176	Fbxl15	MGI:1915681	
6316	FBXL16	146330	Fbxl16	MGI:2448488	MP:0005386, MP:0010768
6317	FBXL17	64839	Fbxl17	MGI:1354704	
6318	FBXL18	80028	Fbxl18	MGI:2444450	MP:0005387, MP:0005391, MP:0005397
6319	FBXL19	54620	Fbxl19	MGI:3039600	MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005385, MP:0005387, MP:0005397, MP:0010768
6320	FBXL2	25827	Fbxl2	MGI:1919429	
6321	FBXL20	84961	Fbxl20	MGI:1919444	MP:0003631, MP:0005378, MP:0005379, MP:0005397, MP:0010768
6322	FBXL21P	26223	Fbxl21	MGI:2442921	MP:0003631, MP:0005384, MP:0005386
6323	FBXL22	283807	Fbxl22	MGI:1921415	MP:0005371, MP:0005390
6324	FBXL3	26224	Fbxl3	MGI:1354702	MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010771
6325	FBXL4	26235	Fbxl4	MGI:2140367	MP:0005370, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0010768
6326	FBXL5	26234	Fbxl5	MGI:2152883	MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768
6327	FBXL6	26233	Fbxl6	MGI:1354705	
6328	FBXL7	23194	Fbxl7	MGI:3052506	
6329	FBXL8	55336	Fbxl8	MGI:1354697	
6330	FBXL9P	26231	Fbxl9	MGI:2443262	
6331	FBXO10	26267	Fbxo10	MGI:2686937	MP:0005369, MP:0005376, MP:0005385, MP:0005386, MP:0005387, MP:0005397
6332	FBXO11	80204	Fbxo11	MGI:2147134	MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005381, MP:0005382, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6333	FBXO15	201456	Fbxo15	MGI:1354755	
6334	FBXO16	157574	Fbxo16	MGI:1354706	
6335	FBXO17	115290	Fbxo17	MGI:1354707	
6336	FBXO2	26232	Fbxo2	MGI:2446216	MP:0003631, MP:0005376, MP:0005377, MP:0005386
6337	FBXO21	23014	Fbxo21	MGI:1924223	MP:0005386, MP:0005391
6338	FBXO22	26263	Fbxo22	MGI:1926014	MP:0003631, MP:0005371, MP:0005385, MP:0005386, MP:0005389
6339	FBXO24	26261	Fbxo24	MGI:1918426	
6340	FBXO25	26260	Fbxo25	MGI:1914072	MP:0005367, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6341	FBXO27	126433	Fbxo27	MGI:2685007	
6342	FBXO28	23219	Fbxo28	MGI:1261890	
6343	FBXO3	26273	Fbxo3	MGI:1929084	
6344	FBXO30	84085	Fbxo30	MGI:1919115	MP:0003631, MP:0005376, MP:0005386, MP:0005390, MP:0010768
6345	FBXO31	79791	Fbxo31	MGI:1354708	
6346	FBXO32	114907	Fbxo32	MGI:1914981	MP:0005369
6347	FBXO33	254170	Fbxo33	MGI:1917861	MP:0005376, MP:0005377, MP:0005386
6348	FBXO34	55030	Fbxo34	MGI:1926188	
6349	FBXO36	130888	Fbxo36	MGI:1289192	MP:0005385, MP:0005386, MP:0005387, MP:0005397
6350	FBXO38	81545	Fbxo38	MGI:2444639	MP:0005370, MP:0005378, MP:0005379, MP:0005384, MP:0005389, MP:0010768
6351	FBXO39	162517	Fbxo39	MGI:3505735	
6352	FBXO4	26272	Fbxo4	MGI:2146220	MP:0002006, MP:0005370, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771
6353	FBXO40	51725	Fbxo40	MGI:2443753	
6354	FBXO41	150726	Fbxo41	MGI:1261912	MP:0003631, MP:0005367, MP:0005377, MP:0005378, MP:0005384, MP:0005386, MP:0010768
6355	FBXO42	54455	Fbxo42	MGI:1924992	
6356	FBXO43	286151	Fbxo43	MGI:1926053	MP:0005379, MP:0005384, MP:0005389
6357	FBXO44	93611	Fbxo44	MGI:1354744	MP:0005378, MP:0005385, MP:0005386
6358	FBXO45	200933	Fbxo45	MGI:2447775	MP:0003631, MP:0005384, MP:0005386, MP:0005388, MP:0005390, MP:0010768, MP:0010771
6359	FBXO46	23403	Fbxo46	MGI:2444918	
6360	FBXO47	494188	Fbxo47	MGI:1920223	MP:0005379, MP:0005384, MP:0005386, MP:0005389
6361	FBXO48	554251	Fbxo48	MGI:2442569	
6362	FBXO5	26271	Fbxo5	MGI:1914391	MP:0005380, MP:0005384, MP:0010768
6363	FBXO6	26270	Fbxo6	MGI:1354743	
6364	FBXO7	25793	Fbxo7	MGI:1917004	MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005397, MP:0010768
6365	FBXO8	26269	Fbxo8	MGI:1354696	
6366	FBXO9	26268	Fbxo9	MGI:1918788	MP:0003631, MP:0005376, MP:0005379, MP:0005386, MP:0005387, MP:0005397
6367	FBXW10	10517	Fbxw10	MGI:3052463	MP:0005367, MP:0005378, MP:0005387
6368	FBXW10B	374286	Fbxw10	MGI:3052463	MP:0005367, MP:0005378, MP:0005387
6369	FBXW11	23291	Fbxw11	MGI:2144023	MP:0005378, MP:0005380, MP:0005384, MP:0010768
6370	FBXW12	285231	Fbxw13	MGI:3505590	
6371	FBXW12	285231	Fbxw14	MGI:1354703	
6372	FBXW12	285231	Fbxw15	MGI:3505701	MP:0005367, MP:0005376, MP:0005382, MP:0005388, MP:0005390
6373	FBXW12	285231	Fbxw16	MGI:2443324	MP:0005378, MP:0005379, MP:0005382, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768
6374	FBXW12	285231	Fbxw18	MGI:3505704	MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6375	FBXW12	285231	Fbxw19	MGI:3505706	
6376	FBXW12	285231	Fbxw20	MGI:3584372	MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005387, MP:0005390, MP:0005397, MP:0010771
6377	FBXW12	285231	Fbxw21	MGI:2443323	
6378	FBXW12	285231	Fbxw22	MGI:3643290	
6379	FBXW12	285231	Fbxw24	MGI:3646659	
6380	FBXW12	285231	Fbxw25	MGI:3588266	
6381	FBXW12	285231	Fbxw26	MGI:3646662	MP:0005387, MP:0005397
6382	FBXW12	285231	Fbxw27	MGI:1924248	
6383	FBXW12	285231	Fbxw28	MGI:3779847	
6384	FBXW2	26190	Fbxw2	MGI:1353435	MP:0005387, MP:0005397
6385	FBXW4	6468	Fbxw4	MGI:1354698	MP:0005371
6386	FBXW5	54461	Fbxw5	MGI:1354731	MP:0005369, MP:0005376, MP:0005378, MP:0005385, MP:0005388
6387	FBXW7	55294	Fbxw7	MGI:1354695	MP:0002006, MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6388	FBXW8	26259	Fbxw8	MGI:1923041	MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0005388, MP:0005397, MP:0010768
6389	FBXW9	84261	Fbxw9	MGI:1915878	MP:0005379, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005397, MP:0010768
6390	FCAMR	83953	Fcamr	MGI:1927803	MP:0005387, MP:0005397
6391	FCER1A	2205	Fcer1a	MGI:95494	MP:0005376, MP:0005387, MP:0005397
6392	FCER1G	2207	Fcer1g	MGI:95496	MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768
6393	FCER2	2208	Fcer2a	MGI:95497	MP:0005376, MP:0005381, MP:0005384, MP:0005387, MP:0005397
6394	FCF1	51077	Fcf1	MGI:1920986	
6395	FCGBP	8857	Fcgbp	MGI:2444336	MP:0005376, MP:0005379, MP:0005389, MP:0005391
6396	FCGBP	8857	Fcgbpl1	MGI:2442118	
6397	FCGR1A	2209	Fcgr1	MGI:95498	MP:0005384, MP:0005387, MP:0005390, MP:0005397
6398	FCGR1BP	2210	Fcgr1	MGI:95498	MP:0005384, MP:0005387, MP:0005390, MP:0005397
6399	FCGR2A	2212	Fcgr2b	MGI:95499	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
6400	FCGR2A	2212	Fcgr3	MGI:95500	MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397
6401	FCGR2B	2213	Fcgr2b	MGI:95499	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
6402	FCGR2B	2213	Fcgr3	MGI:95500	MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397
6403	FCGR2C	9103	Fcgr2b	MGI:95499	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
6404	FCGR2C	9103	Fcgr3	MGI:95500	MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397
6405	FCGR3A	2214	Fcgr4	MGI:2179523	MP:0005376, MP:0005387, MP:0005390, MP:0005397
6406	FCGR3B	2215	Fcgr4	MGI:2179523	MP:0005376, MP:0005387, MP:0005390, MP:0005397
6407	FCGRT	2217	Fcgrt	MGI:103017	MP:0005376, MP:0005387, MP:0005397
6408	FCHO1	23149	Fcho1	MGI:1921265	
6409	FCHO2	115548	Fcho2	MGI:3505790	MP:0005376, MP:0005397, MP:0010768
6410	FCHSD1	89848	Fchsd1	MGI:2441771	
6411	FCHSD2	9873	Fchsd2	MGI:2448475	
6412	FCMR	9214	Fcmr	MGI:1916419	MP:0005376, MP:0005379, MP:0005384, MP:0005387, MP:0005397, MP:0010768
6413	FCN1	2219	Fcnb	MGI:1341158	MP:0005387, MP:0010768
6414	FCN2	2220	Fcnb	MGI:1341158	MP:0005387, MP:0010768
6415	FCRL1	115350	Fcrl1	MGI:2442862	
6416	FCRL2	79368	Fcrl2	MGI:1933397	MP:0005375, MP:0005378, MP:0005387, MP:0005397
6417	FCRL3	115352	Fcrl5	MGI:3053558	
6418	FCRL5	83416	Fcrl5	MGI:3053558	
6419	FCRL6	343413	Fcrl6	MGI:3618339	MP:0005385
6420	FCRLA	84824	Fcrla	MGI:2138647	MP:0001186, MP:0005367, MP:0005378, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010771
6421	FCRLB	127943	Fcrlb	MGI:3576487	MP:0005387, MP:0005397
6422	FCSK	197258	Fcsk	MGI:1916071	
6423	FDFT1	2222	Fdft1	MGI:102706	MP:0003631, MP:0005378, MP:0005380, MP:0005386, MP:0005389, MP:0010768
6424	FDPS	2224	Fdps	MGI:104888	MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0010768
6425	FDX1	2230	Fdx1	MGI:103224	MP:0005386, MP:0005391, MP:0010768
6426	FDX2	112812	Fdx2	MGI:1915415	MP:0005367, MP:0005370, MP:0005378, MP:0005381, MP:0005385, MP:0005387, MP:0005397
6427	FDXACB1	91893	Fdxacb1	MGI:3584513	MP:0005376, MP:0005386, MP:0005390
6428	FDXR	2232	Fdxr	MGI:104724	MP:0002006, MP:0005370, MP:0005376, MP:0005379, MP:0005380, MP:0005384, MP:0005387, MP:0005388, MP:0010768
6429	FECH	2235	Fech	MGI:95513	MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771
6430	FEM1A	55527	Fem1a	MGI:1335089	MP:0002006, MP:0005378, MP:0005379, MP:0005381, MP:0005387, MP:0010768
6431	FEM1A	55527	Fem1al	MGI:2441689	
6432	FEM1B	10116	Fem1b	MGI:1335087	MP:0005376, MP:0005379, MP:0005389
6433	FEM1C	56929	Fem1c	MGI:2444737	
6434	FEN1	2237	Fen1	MGI:102779	MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768
6435	FENDRR	400550	Fendrr	MGI:1916040	MP:0005369, MP:0005378, MP:0005381, MP:0005384, MP:0005385, MP:0005388, MP:0010768
6436	FER	2241	Fer	MGI:105917	MP:0005367, MP:0005377, MP:0005378, MP:0005379, MP:0005382, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6437	FER1L4	80307	Fer1l4	MGI:1921812	MP:0010771
6438	FER1L5	90342	Fer1l5	MGI:3616091	
6439	FER1L6	654463	Fer1l6	MGI:3645398	
6440	FERD3L	222894	Ferd3l	MGI:2150010	MP:0003631, MP:0005380, MP:0005384
6441	FERMT1	55612	Fermt1	MGI:2443583	MP:0005367, MP:0005376, MP:0005378, MP:0005381, MP:0005384, MP:0005387, MP:0010768, MP:0010771
6442	FERMT2	10979	Fermt2	MGI:2385001	MP:0005371, MP:0005378, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005388, MP:0005390, MP:0010768
6443	FERMT3	83706	Fermt3	MGI:2147790	MP:0003631, MP:0005376, MP:0005381, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6444	FES	2242	Fes	MGI:95514	MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6445	FETUB	26998	Fetub	MGI:1890221	MP:0005384, MP:0005389
6446	FEV	54738	Fev	MGI:2449712	MP:0003631, MP:0005376, MP:0005384, MP:0005386, MP:0010768
6447	FEZ1	9638	Fez1	MGI:2670976	MP:0005376, MP:0005378, MP:0005386
6448	FEZ2	9637	Fez2	MGI:2675856	
6449	FEZF1	389549	Fezf1	MGI:1920441	MP:0003631, MP:0005378, MP:0005382, MP:0005384, MP:0005386, MP:0005388, MP:0005394, MP:0010768
6450	FEZF2	55079	Fezf2	MGI:1859823	MP:0003631, MP:0005378, MP:0005382, MP:0005384, MP:0005386, MP:0005388, MP:0010768
6451	FFAR1	2864	Ffar1	MGI:2684079	MP:0003631, MP:0005370, MP:0005376, MP:0005379, MP:0005386, MP:0005394
6452	FFAR2	2867	Ffar2	MGI:2441731	MP:0005376, MP:0005378, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
6453	FFAR3	2865	Ffar3	MGI:2685324	MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005381, MP:0005385, MP:0005391
6454	FFAR4	338557	Ffar4	MGI:2147577	MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005394
6455	FGA	2243	Fga	MGI:1316726	MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771
6456	FGB	2244	Fgb	MGI:99501	MP:0005376, MP:0005378, MP:0005385, MP:0005397, MP:0010768
6457	FGD1	2245	Fgd1	MGI:104566	MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005387, MP:0005391, MP:0005397, MP:0010768
6458	FGD2	221472	Fgd2	MGI:1347084	
6459	FGD3	89846	Fgd3	MGI:1353657	MP:0005376, MP:0005379, MP:0005386, MP:0005387, MP:0005389, MP:0005397
6460	FGD4	121512	Fgd4	MGI:2183747	MP:0003631, MP:0005376, MP:0005386
6461	FGD5	152273	Fgd5	MGI:2443369	MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005385, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6462	FGD6	55785	Fgd6	MGI:1261419	
6463	FGF1	2246	Fgf1	MGI:95515	
6464	FGF10	2255	Fgf10	MGI:1099809	MP:0003631, MP:0005367, MP:0005369, MP:0005371, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
6465	FGF11	2256	Fgf11	MGI:109167	MP:0005386, MP:0005397
6466	FGF12	2257	Fgf12	MGI:109183	MP:0005386, MP:0010771
6467	FGF13	2258	Fgf13	MGI:109178	MP:0003631, MP:0005384, MP:0005386, MP:0010768
